Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
Otub2	current symbol	MGI:1915399	Otub2	OTU domain, ubiquitin aldehyde binding 2	protein coding gene
Otx2os1	current symbol	MGI:3583292	Otx2os1	orthodenticle homeobox 2 opposite strand 1	lncRNA gene
Pafah1b1	current symbol	MGI:109520	Pafah1b1	platelet-activating factor acetylhydrolase, isoform 1b, subunit 1	protein coding gene
Parp6	current symbol	MGI:1914537	Parp6	poly (ADP-ribose) polymerase family, member 6	protein coding gene
Patz1	current symbol	MGI:1891832	Patz1	POZ (BTB) and AT hook containing zinc finger 1	protein coding gene
Pax6os1	current symbol	MGI:3028033	Pax6os1	paired box 6 opposite strand 1	antisense lncRNA gene
Pcdh11x	current symbol	MGI:2442849	Pcdh11x	protocadherin 11 X-linked	protein coding gene
Pdxk-ps	current symbol	MGI:1933201	Pdxk-ps	pyridoxal (pyridoxine, vitamin B6) kinase, pseudogene	pseudogene
Pex11b	current symbol	MGI:1338882	Pex11b	peroxisomal biogenesis factor 11 beta	protein coding gene
Pex16	current symbol	MGI:1338829	Pex16	peroxisomal biogenesis factor 16	protein coding gene
Pfkfb2	current symbol	MGI:107815	Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	protein coding gene
Pglyrp2	current symbol	MGI:1928099	Pglyrp2	peptidoglycan recognition protein 2	protein coding gene
Phc1	current symbol	MGI:103248	Phc1	polyhomeotic 1	protein coding gene
Pisd-ps1	current symbol	MGI:3842428	Pisd-ps1	phosphatidylserine decarboxylase, pseudogene 1	pseudogene
Pisd-ps2	current symbol	MGI:3612472	Pisd-ps2	phosphatidylserine decarboxylase, pseudogene 2	pseudogene
Pitpnm1	current symbol	MGI:1197524	Pitpnm1	phosphatidylinositol transfer protein, membrane-associated 1	protein coding gene
Pknox1	current symbol	MGI:1201409	Pknox1	Pbx/knotted 1 homeobox	protein coding gene
Pldi	current symbol	MGI:1920866	Pldi	polymorphic derived intron containing	lncRNA gene
Plk4	current symbol	MGI:101783	Plk4	polo like kinase 4	protein coding gene
Polg2	current symbol	MGI:1354947	Polg2	polymerase (DNA directed), gamma 2, accessory subunit	protein coding gene
Ppargc1a	current symbol	MGI:1342774	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha	protein coding gene
Ppifos	current symbol	MGI:1915423	Ppifos	peptidylprolyl isomerase F, opposite strand	antisense lncRNA gene
Ppp2r2b	current symbol	MGI:1920180	Ppp2r2b	protein phosphatase 2, regulatory subunit B, beta	protein coding gene
Ppp4r1l-ps	current symbol	MGI:1924560	Ppp4r1l-ps	protein phosphatase 4, regulatory subunit 1-like, pseudogene	pseudogene
Prmt1	current symbol	MGI:107846	Prmt1	protein arginine N-methyltransferase 1	protein coding gene
Prmt6	current symbol	MGI:2139971	Prmt6	protein arginine N-methyltransferase 6	protein coding gene
Proc	current symbol	MGI:97771	Proc	protein C	protein coding gene
Prr18	current symbol	MGI:2443403	Prr18	proline rich 18	protein coding gene
Prr3	human synonym	MGI:1930171	Nectin3	nectin cell adhesion molecule 3	protein coding gene
Prr3	current symbol	MGI:1922460	Prr3	proline-rich polypeptide 3	protein coding gene
Psg-ps1	current symbol	MGI:1347253	Psg-ps1	pregnancy specific beta-1-glycoprotein, pseudogene 1	pseudogene
Psmd2	current symbol	MGI:1096584	Psmd2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	protein coding gene
Pvt1	current symbol	MGI:97824	Pvt1	Pvt1 oncogene	lncRNA gene
R74862	current symbol	MGI:2142382	R74862	expressed sequence R74862	lncRNA gene
Rabggtb	current symbol	MGI:99537	Rabggtb	Rab geranylgeranyl transferase, b subunit	protein coding gene
Rasgrp4	current symbol	MGI:2386851	Rasgrp4	RAS guanyl releasing protein 4	protein coding gene
Raver1-fdx1l		No associated gene			
Rbbp8	current symbol	MGI:2442995	Rbbp8	retinoblastoma binding protein 8, endonuclease	protein coding gene
Rbm7	current symbol	MGI:1914260	Rbm7	RNA binding motif protein 7	protein coding gene
Rbmx	rat synonym	MGI:3646999	Gm7324	predicted gene 7324	protein coding gene
Rbmx	current symbol	MGI:1343044	Rbmx	RNA binding motif protein, X chromosome	protein coding gene
Rbmx	rat synonym	MGI:1343045	Rbmxl1	RNA binding motif protein, X-linked like-1	protein coding gene
Rbmx	zebrafish symbol	MGI:1923822	Rbmxl2	RNA binding motif protein, X-linked-like 2	protein coding gene
Rchy1	current symbol	MGI:1915348	Rchy1	ring finger and CHY zinc finger domain containing 1	protein coding gene
Rdh18-ps	current symbol	MGI:2687008	Rdh18-ps	retinol dehydrogenase 18, pseudogene	pseudogene
Rhno1	current symbol	MGI:1915315	Rhno1	RAD9-HUS1-RAD1 interacting nuclear orphan 1	protein coding gene
Rian	current symbol	MGI:1922995	Rian	RNA imprinted and accumulated in nucleus	lncRNA gene
Rit1	synonym	MGI:1929913	Bcl11b	B cell leukemia/lymphoma 11B	protein coding gene
Rit1	current symbol	MGI:108053	Rit1	Ras-like without CAAX 1	protein coding gene
Rit1	rat synonym	MGI:108054	Rit2	Ras-like without CAAX 2	protein coding gene
Rmi1	current symbol	MGI:1921636	Rmi1	RecQ mediated genome instability 1	protein coding gene
Rmrp	current symbol	MGI:97937	Rmrp	RNA component of mitochondrial RNAase P	RNase MRP RNA gene
Rmst	current symbol	MGI:1099806	Rmst	rhabdomyosarcoma 2 associated transcript (non-coding RNA)	lncRNA gene
Rn4.5s	current symbol	MGI:97946	Rn4.5s	4.5S RNA	rRNA gene
Rn4.5s:copy10		No associated gene			
Rn4.5s:copy2		No associated gene			
Rn4.5s:copy3		No associated gene			
Rn4.5s:copy4		No associated gene			
Rn4.5s:copy5		No associated gene			
Rn4.5s:copy6		No associated gene			
Rn4.5s:copy7		No associated gene			
Rn4.5s:copy8		No associated gene			
Rn4.5s:copy9		No associated gene			
Rn45s		No associated gene			
Rnu11	current symbol	MGI:2148804	Rnu11	U11 small nuclear RNA	snRNA gene
Rnu12	current symbol	MGI:1336893	Rnu12	RNA U12, small nuclear	snRNA gene
Rpph1	current symbol	MGI:1934664	Rpph1	ribonuclease P RNA component H1	RNase P RNA gene
Rprl2	current symbol	MGI:105104	Rprl2	ribonuclease P RNA-like 2	RNase P RNA gene
Rprl3	current symbol	MGI:105103	Rprl3	ribonuclease P RNA-like 3	RNase P RNA gene
Rps15a-ps4	current symbol	MGI:3652187	Rps15a-ps4	ribosomal protein S15A, pseudogene 4	pseudogene
Rps4y2	rat symbol	MGI:3644991	Gm15013	predicted gene 15013	pseudogene
Rps4y2	old symbol	MGI:1913434	Rps4l	ribosomal protein S4-like	pseudogene
Rreb1:copy3		No associated gene			
Rubie	current symbol	MGI:5568573	Rubie	RNA upstream of Bmp4 expressed in inner ear	lncRNA gene
Runx2	current symbol	MGI:99829	Runx2	runt related transcription factor 2	protein coding gene
Samd7	current symbol	MGI:1923203	Samd7	sterile alpha motif domain containing 7	protein coding gene
Scgb2b23-ps	current symbol	MGI:2655747	Scgb2b23-ps	secretoglobin, family 2B, member 23, pseudogene	pseudogene
Schip1:copy2		No associated gene			
Scnn1b	current symbol	MGI:104696	Scnn1b	sodium channel, nonvoltage-gated 1 beta	protein coding gene
Sec14l1	current symbol	MGI:1921386	Sec14l1	SEC14-like lipid binding 1	protein coding gene
Sema6c	current symbol	MGI:1338032	Sema6c	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C	protein coding gene
Senp2	zebrafish symbol	MGI:3644687	Semp2l1	SUMO/sentrin specific peptidase 2-like 1	protein coding gene
Senp2	zebrafish symbol	MGI:2667157	Semp2l2a	SUMO/sentrin specific peptidase 2-like 2A	protein coding gene
Senp2	zebrafish symbol	MGI:2149738	Semp2l2b	SUMO/sentrin specific peptidase 2-like 2B	protein coding gene
Senp2	current symbol	MGI:1923076	Senp2	SUMO/sentrin specific peptidase 2	protein coding gene
Senp2	human synonym	MGI:1197010	Sumo1	small ubiquitin-like modifier 1	protein coding gene
Serpina3h	current symbol	MGI:2182839	Serpina3h	serine (or cysteine) peptidase inhibitor, clade A, member 3H	pseudogene
Serpina4-ps1	current symbol	MGI:2448363	Serpina4-ps1	serine (or cysteine) peptidase inhibitor, clade A, member 4, pseudogene 1	pseudogene
Sgsm1	current symbol	MGI:107320	Sgsm1	small G protein signaling modulator 1	protein coding gene
Sgsm1:copy2		No associated gene			
Sh2d3c	current symbol	MGI:1351631	Sh2d3c	SH2 domain containing 3C	protein coding gene
Six3os1	current symbol	MGI:1925118	Six3os1	SIX homeobox 3, opposite strand 1	lncRNA gene
Six3os1:copy2		No associated gene			
Slc22a13b-ps	old symbol	MGI:1924762	Slc22a13b	solute carrier family 22 (organic cation transporter), member 13b	polymorphic pseudogene
Slc25a43	current symbol	MGI:2684854	Slc25a43	solute carrier family 25, member 43	protein coding gene
Slfn10-ps	current symbol	MGI:3512288	Slfn10-ps	schlafen 10, pseudogene	pseudogene
Slx1b	current symbol	MGI:1915220	Slx1b	SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)	protein coding gene
Smarca5-ps	current symbol	MGI:2443330	Smarca5-ps	SWI/SNF related, matrix associated, actin depenent ragulator of chromatin, subfamily a, member 5, pseudogene	pseudogene
Smim4	old symbol	MGI:1913737	Uqcc5	ubiquinol-cytochrome c reductase complex assembly factor 5	protein coding gene
Smok4a	current symbol	MGI:3036233	Smok4a	sperm motility kinase 4A	pseudogene
Snhg12	current symbol	MGI:1916721	Snhg12	small nucleolar RNA host gene 12	lncRNA gene
Snhg3	current symbol	MGI:2684817	Snhg3	small nucleolar RNA host gene 3	lncRNA gene
Snhg4	rat synonym	MGI:1298379	Matr3	matrin 3	protein coding gene
Snhg4	current symbol	MGI:4937091	Snhg4	small nucleolar RNA host gene 4	lncRNA gene
Snhg5	current symbol	MGI:1919905	Snhg5	small nucleolar RNA host gene 5	lncRNA gene
Snhg6	current symbol	MGI:1921074	Snhg6	small nucleolar RNA host gene 6	lncRNA gene
Snhg7	current symbol	MGI:1919341	Snhg7	small nucleolar RNA host gene 7	lncRNA gene
Sox2ot	current symbol	MGI:2444112	Sox2ot	SOX2 overlapping transcript (non-protein coding)	lncRNA gene
Speer5-ps1	current symbol	MGI:1917615	Speer5-ps1	spermatogenesis associated glutamate (E)-rich protein 5, pseudogene 1	pseudogene
Speer6-ps1	current symbol	MGI:1920516	Speer6-ps1	spermatogenesis associated glutamate (E)-rich protein 6, pseudogene 1	pseudogene
Speer7-ps1	old symbol	MGI:1923108	Speer4cos	spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript	antisense lncRNA gene
Speer8-ps1	current symbol	MGI:1921312	Speer8-ps1	spermatogenesis associated glutamate (E)-rich protein 8, pseudogene 1	pseudogene
Speer9-ps1	current symbol	MGI:1921199	Speer9-ps1	spermatogenesis associated glutamate (E)-rich protein 9, pseudogene 1	pseudogene
Spns1	current symbol	MGI:1920908	Spns1	SPNS lysolipid transporter 1, lysophospholipid	protein coding gene
Sra1	human synonym	MGI:106417	Cherp	calcium homeostasis endoplasmic reticulum protein	protein coding gene
Sra1	human synonym	MGI:1338801	Cyfip1	cytoplasmic FMR1 interacting protein 1	protein coding gene
Sra1	human synonym	MGI:2141980	Scaf1	SR-related CTD-associated factor 1	protein coding gene
Sra1	human synonym	MGI:98371	Sox9	SRY (sex determining region Y)-box 9	protein coding gene
Sra1	current symbol	MGI:1344414	Sra1	steroid receptor RNA activator 1	protein coding gene
Srsf3	current symbol	MGI:98285	Srsf3	serine and arginine-rich splicing factor 3	protein coding gene
Srsf7	current symbol	MGI:1926232	Srsf7	serine and arginine-rich splicing factor 7	protein coding gene
St18:copy2		No associated gene			
St5	old symbol	MGI:108517	Dennd2b	DENN domain containing 2B	protein coding gene
Stap2	current symbol	MGI:2147039	Stap2	signal transducing adaptor family member 2	protein coding gene
Stk16	current symbol	MGI:1313271	Stk16	serine/threonine kinase 16	protein coding gene
Stoml1	current symbol	MGI:1916356	Stoml1	stomatin-like 1	protein coding gene
Stxbp3b	old symbol	MGI:3586869	Stxbp3-ps	syntaxin-binding protein 3, pseudogene	pseudogene
Svip	current symbol	MGI:1922994	Svip	small VCP/p97-interacting protein	protein coding gene
Szrd1	current symbol	MGI:1098672	Szrd1	SUZ RNA binding domain containing 1	protein coding gene
Taf1b	current symbol	MGI:109577	Taf1b	TATA-box binding protein associated factor, RNA polymerase I, B	protein coding gene
Tbrg3	current symbol	MGI:1100876	Tbrg3	transforming growth factor beta regulated gene 3	lncRNA gene
Tcp10a	current symbol	MGI:98541	Tcp10a	t-complex protein 10a	protein coding gene
Thap6	current symbol	MGI:1922436	Thap6	THAP domain containing 6	pseudogene
Tk2	human synonym	MGI:98763	Tk1	thymidine kinase 1	protein coding gene
Tk2	current symbol	MGI:1913266	Tk2	thymidine kinase 2, mitochondrial	protein coding gene
Tmem179b	current symbol	MGI:1914956	Tmem179b	transmembrane protein 179B	protein coding gene
Tmem181b-ps	current symbol	MGI:3779544	Tmem181b-ps	transmembrane protein 181B, pseudogene	pseudogene
Tmem181c-ps	current symbol	MGI:3780993	Tmem181c-ps	transmembrane protein 181C, pseudogene	pseudogene
Tmem194b	old symbol	MGI:2444113	Nemp2	nuclear envelope integral membrane protein 2	protein coding gene
Tmem51as1	old symbol	MGI:3642733	Tmem51os1	Tmem51 opposite strand 1	antisense lncRNA gene
Tmem80	current symbol	MGI:1918698	Tmem80	transmembrane protein 80	protein coding gene
Tor2a	current symbol	MGI:1353596	Tor2a	torsin family 2, member A	protein coding gene
Tpsab1	current symbol	MGI:96943	Tpsab1	tryptase alpha/beta 1	protein coding gene
Tpsab1	human symbol	MGI:96942	Tpsb2	tryptase beta 2	protein coding gene
Trmt61b	current symbol	MGI:1916039	Trmt61b	tRNA methyltransferase 61B	lncRNA gene
Tsix	current symbol	MGI:1336196	Tsix	X (inactive)-specific transcript, opposite strand	antisense lncRNA gene
Tspy-ps	current symbol	MGI:1201688	Tspy-ps	testis specific protein-Y encoded, pseudogene	pseudogene
Tsr2	current symbol	MGI:1916749	Tsr2	TSR2 20S rRNA accumulation	protein coding gene
Tug1	current symbol	MGI:2144114	Tug1	taurine upregulated gene 1	lncRNA gene
Tyms	current symbol	MGI:98878	Tyms	thymidylate synthase	protein coding gene
Tyw5	current symbol	MGI:1915986	Tyw5	tRNA-yW synthesizing protein 5	protein coding gene
Ubl4	human synonym	MGI:5621304	Gm44504	predicted readthrough transcript (NMD candidate), 44504	protein coding gene
Ubl4	old symbol	MGI:95049	Ubl4a	ubiquitin-like 4A	protein coding gene
Ubxn11	current symbol	MGI:1914836	Ubxn11	UBX domain protein 11	protein coding gene
Uchl1as	old symbol	MGI:5446771	Uchl1os	ubiquitin carboxy-terminal hydrolase L1, opposite strand	antisense lncRNA gene
Uqcc	old symbol	MGI:1929472	Uqcc1	ubiquinol-cytochrome c reductase complex assembly factor 1	protein coding gene
Vaultrc5	current symbol	MGI:2673990	Vaultrc5	vault RNA component 5	lncRNA gene
Vax2os	current symbol	MGI:3583301	Vax2os	ventral anterior homeobox 2, opposite strand	antisense lncRNA gene
Vmn2r-ps11	current symbol	MGI:2441682	Vmn2r-ps11	vomeronasal 2, receptor, pseudogene 11	pseudogene
Vmn2r-ps54	old symbol	MGI:3645134	Cd9-ps	Cd9 antigen, pseudogene	pseudogene
Vmn2r-ps54	current symbol	MGI:1351350	Vmn2r-ps54	vomeronasal 2, receptor, pseudogene 54	pseudogene
Vmn2r29	current symbol	MGI:1923479	Vmn2r29	vomeronasal 2, receptor 29	protein coding gene
Wac	current symbol	MGI:2387357	Wac	WW domain containing adaptor with coiled-coil	protein coding gene
Wbscr25	current symbol	MGI:1918554	Wbscr25	Williams Beuren syndrome chromosome region 25 (human)	antisense lncRNA gene
Wdr13	current symbol	MGI:1914661	Wdr13	WD repeat domain 13	protein coding gene
Wdr73	current symbol	MGI:1919218	Wdr73	WD repeat domain 73	protein coding gene
Wls	current symbol	MGI:1915401	Wls	wntless WNT ligand secretion mediator	protein coding gene
Xist	current symbol	MGI:98974	Xist	inactive X specific transcripts	lncRNA gene
Yaf2	current symbol	MGI:1914307	Yaf2	YY1 associated factor 2	protein coding gene
Yars2	current symbol	MGI:1917370	Yars2	tyrosyl-tRNA synthetase 2 (mitochondrial)	protein coding gene
Yipf2	current symbol	MGI:1922016	Yipf2	Yip1 domain family, member 2	protein coding gene
Zfhx2as	old symbol	MGI:3620246	Zfhx2os	zinc finger homeobox 2, opposite strand	antisense lncRNA gene
Zfp133-ps	current symbol	MGI:2176612	Zfp133-ps	zinc finger protein 133, pseudogene	pseudogene
Zfp572	current symbol	MGI:1922170	Zfp572	zinc finger protein 572	pseudogene
Zfp783	current symbol	MGI:3040704	Zfp783	zinc finger protein 783	pseudogene
Zfp809	current symbol	MGI:2143362	Zfp809	zinc finger protein 809	protein coding gene
Zfp862	old symbol	MGI:1889827	Zfp862-ps	zinc finger protein 862, pseudogene	pseudogene
Zim3	current symbol	MGI:2151058	Zim3	zinc finger, imprinted 3	lncRNA gene
Znf41-ps	current symbol	MGI:1917255	Znf41-ps	ZNF41, pseudogene	pseudogene
Zp4-ps	current symbol	MGI:3690088	Zp4-ps	zona pellucida glycoprotein 4, pseudogene	pseudogene
Zxda	current symbol	MGI:1921689	Zxda	zinc finger, X-linked, duplicated A	pseudogene
Zxda	human symbol	MGI:3694898	Zxdb	zinc finger, X-linked, duplicated B	protein coding gene
